Date,Open,High,Low,Close,Adj Close
22/02/1995,0.362723,0.366071,0.358259,0.364397,0.309744
23/02/1995,0.367188,0.373884,0.357143,0.358817,0.305001
24/02/1995,0.358259,0.360491,0.34375,0.348214,0.295988
27/02/1995,0.341518,0.348214,0.340262,0.341518,0.290297
28/02/1995,0.34375,0.356027,0.339286,0.352679,0.299784
01/03/1995,0.354911,0.358259,0.351981,0.357143,0.303578
02/03/1995,0.358259,0.363839,0.354911,0.357143,0.303578
03/03/1995,0.354911,0.363281,0.352679,0.359375,0.305475
06/03/1995,0.354911,0.357143,0.352679,0.354911,0.301681
07/03/1995,0.356027,0.356027,0.341518,0.342076,0.290771
08/03/1995,0.345982,0.358259,0.337054,0.353237,0.300258
09/03/1995,0.356027,0.360491,0.351563,0.354911,0.301681
10/03/1995,0.353795,0.360491,0.351563,0.352679,0.299784
13/03/1995,0.353795,0.353795,0.339286,0.340402,0.289348
14/03/1995,0.341518,0.341518,0.308036,0.3125,0.265631
15/03/1995,0.316964,0.323661,0.311384,0.3125,0.265631
16/03/1995,0.314732,0.321429,0.3125,0.314732,0.267528
17/03/1995,0.316964,0.316964,0.311384,0.313616,0.266579
20/03/1995,0.313616,0.31808,0.3125,0.314732,0.267528
21/03/1995,0.316964,0.328125,0.314732,0.323661,0.275118
22/03/1995,0.323661,0.352679,0.323661,0.339844,0.288874
23/03/1995,0.33817,0.339286,0.330218,0.331473,0.281758
24/03/1995,0.333705,0.33817,0.332589,0.337054,0.286502
27/03/1995,0.335938,0.335938,0.327009,0.332031,0.282233
28/03/1995,0.323661,0.324498,0.304688,0.30692,0.260888
29/03/1995,0.303571,0.311384,0.302455,0.30692,0.260888
30/03/1995,0.309152,0.316964,0.308036,0.315848,0.268477
31/03/1995,0.313616,0.31808,0.310268,0.314732,0.267528
03/04/1995,0.316964,0.319196,0.313616,0.316964,0.269425
04/04/1995,0.319196,0.320313,0.300223,0.302455,0.257092
05/04/1995,0.304688,0.310268,0.301339,0.310268,0.263734
06/04/1995,0.332589,0.339286,0.317243,0.328125,0.278912
07/04/1995,0.330357,0.331473,0.323661,0.328125,0.278912
10/04/1995,0.329241,0.330357,0.322545,0.327009,0.277964
11/04/1995,0.328125,0.33817,0.327009,0.337054,0.286502
12/04/1995,0.341518,0.353795,0.333705,0.348214,0.295988
13/04/1995,0.350446,0.350446,0.33817,0.341518,0.290297
17/04/1995,0.340402,0.351563,0.33817,0.342634,0.291245
18/04/1995,0.34375,0.344866,0.334821,0.334821,0.284604
19/04/1995,0.334821,0.334821,0.31808,0.324777,0.276066
20/04/1995,0.331473,0.34375,0.327009,0.335938,0.285554
21/04/1995,0.332589,0.352679,0.331473,0.34933,0.296937
